Domain,Classification,Company Name,Company Website
swtafe.vic.edu.au,Education,South West Institute of TAFE,swtafe.vic.edu.au
mail.chek.com,Webmail,"Synacor, Inc",synacor.com
syr.edu,Education,Syracuse University,syr.edu
t-2.net,ISP,T-2 d.o.o.,t-2.net
tabasheer.com,ISP,tabasheer.net,tabasheer.net
talktalk.net,ISP,TalkTalk,talktalk.net
islander.tamucc.edu,Education,Texas A&M University-Corpus Christi,tamucc.edu
tangmonkey.com,Webmail,tangmonkey.com,tangmonkey.com
taosnet.com,ISP,TaosNet,taosnet.com
tas.edu.tw,Education,Taipei American School,tas.edu.tw
vsnl.com,ISP,Tata Communications,tatacommunications.com
tc3net.com,ISP,D&P Communications,tc3net.com
tcd.ie,Education,Trinity College Dublin,tcd.ie
tcu.edu,Education,Texas Christian University,tcu.edu
mail.dk,ISP,TDC,tdc.dk
techemail.com,Webmail,Tech Email,techemail.com
teenmail.co.za,Webmail,Webmail,teenmail.co.za
webmail.tele2.at,ISP,Tele2,tele2.at
mail.ee,ISP,Tele2 Eesti,tele2.ee
zonnet.nl,ISP,Tele2 Nederland BV,tele2.nl
tele2.nl,ISP,Tele2 Netherlands,tele2.nl
mail.alice.it,ISP,Telecom Italia,telecomitalia.com
tin.it,ISP,Telecom Italia,telecomitalia.it
alice.it,ISP,telecomitalia.it,telecomitalia.it
mail.t-email.hu,ISP,Magyar Telekom Plc,telekom.hu
webmail.aon.at,ISP,Telekom Austria,telekomaustria.com
telenet.be,ISP,Telenet,telenet.be
webmail.telepac.pt,Webmail,NET PLUS,telepac.pt
telfort.nl,ISP,Telfort,telfort.nl
telia.com,ISP,Telia,telia.se
telinco.net,ISP,Telinco Networks,telinco.net
telkom.net,ISP,Telkom Indonesia,telkom.net
telkomsa.net,ISP,Telkom SA SOC Limited,telkomsa.net
webmail.telkomsa.net,ISP,Telkom SA SOC Limited,telkomsa.net
webmail.prodigy.net.mx,ISP,Telmex,telmex.com
idirect.com,ISP,Telnet Communications Ltd.,telnetcommunications.com
telstra.com,ISP,Telstra,telstra.com.au
tempinbox.com,Disposable,Tempinbox.com,tempinbox.com
temple.edu,Education,Temple University,temple.edu
mail.gjj.cc,ISP,Tencent,tencent.com
tenison.catholic.edu.au,Education,Tenison Woods College,tenison.catholic.edu.au
terra.com,Webmail,Terra,terra.com
webmail.isbt.terra.com.br,Webmail,Terra,terra.com.br
mail.terra.com.br,ISP,Terra Networks Brasil,terra.com.br
thaimail.com,Fake,,thaimail.com
thaimail.net,Webmail,ThaiMail,thaimail.net
blackvault.com,Webmail,The Black Vault,theblackvault.com
thedoghousemail.com,Webmail,TheDoghouseMail.com,thedoghousemail.com
theriver.com,Webmail,Sitestar.net,theriver.com
hutchcity.com,ISP,Hutchison Global Communications,threebb.com.hk
tidewater.net,ISP,Coastal Telco Services,tidewater.net
tier1domains.com,Fake,,tier1domains.com
domaindiscover.com,ISP,Tierra Net,tierra.net
tightmail.com,Webmail,TIGHTMAIL,tightmail.com
webmail.posta.tim.it,ISP,Telecom Italy,tim.it
stny.rr.com,ISP,Time Warner,timewarnercable.com
stny.rrr.com,ISP,Time Warner,timewarnercable.com
stx.rr.com,ISP,Time Warner,timewarnercable.com
rochester.rr.com,ISP,Time Warner,timewarnercable.com
rr.com,ISP,Time Warner,timewarnercable.com
san.rr.com,ISP,Time Warner,timewarnercable.com
triad.rr.com,ISP,Time Warner,timewarnercable.com
twc.com,ISP,Time Warner,timewarnercable.com
wi.rr.com,ISP,Time Warner,timewarnercable.com
woh.rr.com,ISP,Time Warner,timewarnercable.com
mail.tiscali.it,Webmail,Tiscali Italia,tiscali.it
students.tlc.qld.edu.au,Education,Trinity Lutheran College,tlc.qld.edu.au
tlcfan.com,Fake,,tlcfan.com
madrid.com,Webmail,"Barcelona.com,",to-madrid.com
toothandmail.com,Webmail,Tooth And Mail,toothandmail.com
torba.com,Webmail,Torba. com,torba.com
totalmail.com,Webmail,TotalMail,totalmail.com
tpg.com.au,ISP,TPG Internet Pty Ltd,tpg.com.au
trash-mail.com,Disposable,Trash-Mail,trash-mail.com
wegwerfmail.net,Disposable,Trashmail,trashmail.com
triton.net,ISP,Triton Technologies,triton.net
trmailbox.com,Webmail,Trmailbox.com,trmailbox.com
troycable.net,ISP,Troy Cable,troycable.net
truman.edu,Education,Truman State University,truman.edu
truvista.net,ISP,TruVista,truvista.net
tsamail.co.za,Webmail,Technikon SA,tsamail.co.za
ttnet.com.tr,ISP,TTNET A.Ş.,ttnet.com.tr
ttu.edu,Education,Texas Tech University,ttu.edu
tu.ac.th,Education,Thammasat University,tu.ac.th
dore.com,Paid,Tucows,tucows.com
mailbox.as,ISP,Tucows Inc,tucows.com
student.tue.nl,Education,Eindhoven University of Technology,tue.nl
tulane.edu,Education,Tulane University,tulane.edu
tushmail.com,Webmail,TUSHMail.com,tushmail.com
mail.tut.by,Webmail,TUT.BY,tut.by
webmail.tvnetwork.hu,ISP,TVNETWORK Telecommunication Service Joint Stock Company,tvnetwork.hu
yahoo.com.tw,Webmail,Yahoo,tw.yahoo.com
columbus.rr.com,ISP,Time Warner,twcc.com
bak.rr.com,ISP,Time Warner,twcc.com
ec.rr.com,ISP,Time Warner,twcnews.com
txstate.edu,Education,Texas State University,txstate.edu
ua.fm,Webmail,I.UA,ua.fm
uab.edu,Education,University of Alabama at Birmingham,uab.edu
uah.edu,Education,University of Alabama in Huntsville,uah.edu
webmail.uai.com.br,Webmail,Jornal Estado de Minas,uai.com.br
uakron.edu,Education,University of Akron,uakron.edu
ualberta.ca,Education,University of Alberta,ualberta.ca
ualr.edu,Education,University of Arkansas at Little Rock,ualr.edu
ubalt.edu,Education,University of Baltimore,ubalt.edu
ubbi.com,Webmail,Ubbi,ubbi.ciudad.com.ar
ublaze.com,ISP,ublaze.com,ublaze.com
mail.uc.edu,Education,University of Cincinnati,uc.edu
ucalgary.ca,Education,University of Calgary,ucalgary.ca
uccs.edu,Education,University of Colorado,uccs.edu
ucdavis.edu,Education,"University of California, Davis",ucdavis.edu
ucla.edu,Education,UCLA,ucla.edu
uco.edu,Education,UCO,uco.edu
ucp.edu.pk,Education,UCP,ucp.edu.pk
ucr.edu,Education,UC Riverside,ucr.edu
umail.ucsb.edu,Education,UC Santa Barbara,ucsb.edu
ucsc.edu,Education,"University of California, Santa Cruz",ucsc.edu
udel.edu,Education,University of Delaware,udel.edu
ufl.edu,Education,University of Florida,ufl.edu
ufm.edu.gt,Education,Universidad Francisco Marroquín,ufm.edu
uga.edu,Education,University of Georgia,uga.edu
uic.edu,Education,University of Illinois at Chicago,uic.edu
student.uiw.edu,Education,University of the Incarnate Word,uiw.edu
student.uiwtx.ed,Education,University of the Incarnate Word,uiw.edu
student.uiwtx.edu,Education,University of the Incarnate Word,uiw.edu
uiwtx.edu,Education,University of the Incarnate Word,uiwtx.edu
uk2.net,ISP,UK2,uk2.net
ukr.net,Webmail,UKR.NET,ukr.net
ukrpost.net,Webmail,Ukrpost.net,ukrpost.net
uku.co.uk,ISP,UKU Connect,uku.co.uk
uky.edu,Education,University of Kentucky,uky.edu
uleth.ca,Education,University of Lethbridge,uleth.ca
umb.edu,Education,University of Massachusetts Boston,umb.edu
mail.med.umich.edu,Education,University of Michigan,umich.edu
umich.edu,Education,University of Michigan,umich.edu
d.umn.edu,Education,University of Minnesota,umn.edu
umoncton.ca,Education,Université de Moncton,umoncton.ca
webmail.unb.br,Education,University of Brasilia,unb.br
unb.ca,Education,University of New Brunswick,unb.ca
uncc.edu,Education,University of North Carolina at Charlotte,uncc.edu
broncos.uncfsu.edu,Education,Fayetteville State University,uncfsu.edu
uncg.edu,Education,University of North Carolina at Greensboro,uncg.edu
uncw.edu,Education,University of North Carolina at Wilmington,uncw.edu
uni.edu,Education,University of Northern Iowa,uni.edu
uniandes.edu.co,Education,University of the Andes,uniandes.edu.co
unican.es,Education,Universidad de Cantabria,unican.es
webmail.unicredsys.com.br,Webmail,Unicred Brasil Central,unicredbrasilcentral.com.br
student.unimelb.edu.au,Education,The University of Melbourne,unimelb.edu.au
unimelb.edu.au,Education,The University of Melbourne,unimelb.edu.au
unique.edu.pk,Education,Unique Group of Institutions,unique.edu.pk
unisa.edu.au,Education,University of South Australia,unisa.edu.au
unitedemailsystems.com,Paid,Epik LLC,unitedemailsystems.com
unitir.edu.al,Education,University of Tirana,unitir.edu.al
univision.com,Webmail,Univision Communications Inc,univision.com
unl.edu,Education,University of Nebraska–Lincoln,unl.edu
uno.edu,Education,University of New Orleans,uno.edu
unofree.it,ISP,UNO Communications SpA,uno.it
unomaha.edu,Education,University of Nebraska Omaha,unomaha.edu
unseen.is,Paid,Unseen,unseen.is
unsw.edu.au,Education,The University of New South Wale,unsw.edu.au
zmail.unsw.edu.au,Education,UNSW Australia,unsw.edu.au
unt.edu,Education,University of North Texas,unt.edu
email.uol.com.br,Webmail,UOL,uol.com.br
uol.com.br,Webmail,UOL,uol.com.br
webmail.plugin.com.br,Webmail,UOL HOST,uolhost.com.br
uottawa.ca,Education,University of Ottawa,uottawa.ca
your.hispeed.ch,ISP,UPC Cablecom,upc-cablecom.ch
chello.at,Webmail,UPC Mail,upc.at
webmail.chello.hu,ISP,UPC Hungary,upc.hu
webmail.chello.pl,ISP,UPC Poland,upc.pl
upr.edu,Education,University of Puerto Rico,upr.edu
uq.edu.au,Education,University of Queensland,uq.edu.au
uqconnect.edu.au,Education,,uq.edu.au
urbi.com.br,Webmail,Urbi Network,urbi.com.br
ureach.com,ISP,GENBAND,ureach.com
urse.edu.mx,Education,Universidad Regional del Sureste,urse.edu.mx
pennsylvania.usa.com,Webmail,USA.com,usa.com
usc.edu,Education,University of Southern California,usc.edu
usc.edu.au,Education,University of the Sunshine Coast,usc.edu.au
mail.usf.edu,Education,University of South Florida,usf.edu
usfca.edu,Education,University of San Francisco,usfca.edu
usj.edu.mo,Education,USJ University of Saint Joseph,usj.edu.mo
student.usp.ac.fj,Education,The University of the South Pacific,usp.ac.fj
aggiemail.usu.edu,Education,Utah State University,usu.edu
mavs.uta.edu,Education,The University of Texas at Arlington,uta.edu
utas.edu.au,Education,University of Tasmania,utas.edu.au
utdallas.edu,Education,University of Texas at Dallas,utdallas.edu
utexas.edu,Education,University of Texas at Austin,utexas.edu
uwclub.net,Webmail,Utility Warehouse,utilitywarehouse.co.uk
utk.edu,Education,University of Tennessee,utk.edu
utoronto.ca,Education,University of Toronto,utoronto.ca
utu.fi,Education,University of Turku,utu.fi
cc.utulsa.edu,Education,University of Tulsa,utulsa.edu
utwire.net,ISP,AFConnect,utwire.net
uvic.ca,Education,University of Victoria,uvic.ca
student.uwa.edu.au,Education,The University of Western Australia,uwa.edu.au
uwaterloo.edu,Education,University of Waterloo,uwaterloo.ca
uwec.edu,Education,University of Wisconsin-Eau Claire,uwec.edu
uwindsor.ca,Education,University of Windsor,uwindsor.ca
uwosh.edu,Education,University of Wisconsin Oshkosh,uwosh.edu
onatoo.com,Webmail,Onatoo,v3.onatoo.com
vanderbilt.edu,Education,Vanderbilt University,vanderbilt.edu
my.vcccd.edu,Education,Ventura County Community College District,vcccd.edu
email.vccs.edu,Education,Virginia's Community Colleges,vccs.edu
vcu.edu,Education,Virginia Commonwealth University,vcu.edu
verat.net,ISP,VeratNet,verat.net
bellatlantic.net,ISP,Verizon Communications,verizon.com
versija.lv,ISP,VERnet,vernet.lv
clovermail.net,Paid,VFEmail,vfemail.net
isonews2.com,Paid,VFEmail,vfemail.net
VFEmail,Webmail,VFEmail,vfemail.net
webmail.via-rs.net,Webmail,PROCERGS,via-rs.net
wildblue.net,Webmail,"ViaSat,",viasat.com
vuw.ac.nz,Education,Victoria University of Wellington,victoria.ac.nz
videotron.ca,ISP,Videotron,videotron.com
email.ru,ISP,VimpelCom,vimpelcom.com
vip.gr,Webmail,vip.gr,vip.gr
vip.sohu.net,Webmail,sohu.com,vip.sohu.net
vip.tom.com,Webmail,Xinfei Network Company,vip.tom.com
vipmail.hu,Webmail,Inda-Labs,vipmail.hu
primposta.com,Webmail,Indamail,vipmail.hu
mywildmail.com,Webmail,ViralinBox.com,viralinbox.com
virgilio.it,Webmail,ITALIAONLINE,virgilio.it
darden.virginia.edu,Education,University of Virginia,virginia.edu
virginia.edu,Education,University of Virginia,virginia.edu
virgin.net,ISP,Virgin Media,virginmedia.com
virginmedia.com,ISP,Virgin Media,virginmedia.com
blueyonder.co.uk,ISP,Virgin Media,virginmedia.com
ntlworld.co.uk,Webmail,Virgin Media,virginmedia.com
virginbroadband.com.au,ISP,VIRGIN MOBILE,virginmobile.com.au
vivelared.com,Webmail,Vivelared,vivelared.com
brainsurfer.de,Webmail,ViWa Invest GmbH,viwa.de
will-keinen-spam.de,Webmail,VIWA Invest GmbH,viwa.de
zu-geil.de,Webmail,VIWA Invest GmbH,viwa.de
vmail.me,Webmail,Vmail.me,vmail.me
vnn.vn,ISP,VNN.vn,vnn.vn
vodafone.co.nz,ISP,Vodafone,vodafone.co.nz
clear.net.nz,ISP,Vodafone New Zealand,vodafone.co.nz
ihug.co.nz,ISP,Vodafone New Zealand Ltd,vodafone.co.nz
paradise.net.nz,Webmail,Vodafone NZ,vodafone.co.nz
vodamail.co.za,Webmail,Vodacom Email,vodamail.secure.vodacom.co.za
mail.voila.fr,Webmail,Orange,voila.fr
mail1.voila.fr,Webmail,Orange,voila.fr
mail2.voila.fr,Webmail,Orange,voila.fr
mail3.voila.fr,Webmail,Orange,voila.fr
voila.fr,Webmail,Voila,voila.fr
webmail.vol.at,Webmail,Russmedia IT GmbH,vol.at
volny.cz,Webmail,Volný.cz,volny.cz
vosforums.com,Webmail,VosForums.com,vosforums.com
webmail.absamail.co.za,ISP,Vox Telecom Limited,voxtelecom.co.za
vt.edu,Education,Virginia Tech,vt.edu
vtc.net,ISP,Valley TeleCom Group,vtc.net
vu.edu.pk,Education,Virtual University of Pakistan,vu.edu.pk
esfera.cl,Webmail,Esfera,w6.esfera.cl
mail.walla.com,Webmail,Teletel Communications Ltd,walla.co.il
wam.co.za,Webmail,SmarterTools,wam.co.za
wanex.ge,Webmail,Wanex,wanex.ge
wapda.com,Webmail,Wapda,wapda.com
waridtel.com,ISP,Warid Telecom,waridtel.com
washk12.org,Education,Washington County School District,washk12.org
waverley.nsw.edu.au,Education,Waverley College,waverley.nsw.edu.au
student.wayene.k12.in.us,Education,Metropolitan School District of Wayne Township,wayene.k12.in.us
wayn.com,Webmail,Where Are You Now? Ltd,wayn.com
wayne.edu,Education,Wayne State University,wayne.edu
wazmail.com,Webmail,WAZ Mail,wazmail.com
my.wccc.edu,Education,Westmoreland County Community College,wccc.edu
wcupa.edu,Education,West Chester University of Pennsylvania,wcupa.edu
ecmelb.catholic.edu.au,Education,Emmanuel College,web.ecmelb.catholic.edu.au
mit.edu,Education,Massachusetts Institute of Technology,web.mit.edu
pipni.cz,ISP,Pipni.CZ,web.pipni.cz
a.org.ua,Webmail,A.UA,web20.a.ua
web2mail.com,Webmail,Web2Mail,web2mail.com
webafrica.org.za,ISP,Web Africa,webafrica.co.za
compuserve.com,ISP,"CompuServe Interactive Services, Inc",webcenters.netscape.compuserve.com
ahaa.dk,Paid,Webdomain,webdomain.dk
webemails.com,Webmail,WebEmails,webemails.com
mail.weber.edu,Education,Weber State University,weber.edu
weber.edu,Education,Weber State University,weber.edu
webescape.com,Webmail,Webescape,webescape.com
mailserver.dk,Paid,WebHosting,webhosting.dk
dansegulvet.com,Paid,Webhuset,webhuset.no
entusiastisk.com,Webmail,Webhuset,webhuset.no
webinfo.fi,ISP,Webinfo.fi,webinfo.fi
702mail.co.za,Webmail,Webmail,webmail.co.za
webmail.co.za,Webmail,Webmail,webmail.co.za
websurfer.co.za,Webmail,Webmail,webmail.co.za
workmail.co.za,Webmail,Webmail,webmail.co.za
flash.ro,Webmail,Idilis S.R.L.,webmail.flash.ro
quickwebmail.com,Webmail,Webmail 5.0,webmail.misinchosting.com
thinkpost.net,Webmail,Thinkpost.net,webmail.thinkpost.net
netmail.verizon.net,ISP,Verizon,webmail.verizon.com
webspawner.com,ISP,Webspawner,webspawner.com
pigeonportal.com,Webmail,Pigeonportal.com,wesdev.net
westnet.com.au,ISP,Westnet Limited,westnet.com.au
wfu.edu,Education,Wake Forest University,wfu.edu
wgu.edu,Education,Western Governors University,wgu.edu
wharton.upenn.edu,Education,"The Wharton School, University of Pennsylvania",wharton.upenn.edu
my.wheaton.edu,Education,Wheaton College,wheaton.edu
wightman.ca,ISP,Wightman,wightman.ca
wilkes.net,ISP,"Wilkes Communications,",wilkes.net
winco.net,ISP,WINS,winco.net
crosspaths.net,ISP,Windstream Communications,windstream.com
windstream.net,ISP,Windstream Communications,windstream.com
evansville.net,ISP,Windstream,windstream.net
winternet.com,ISP,Winternet,winternet.com
wisc.edu,Education,University of Wisconsin System,wisc.edu
wit.edu,Education,Wentworth Institute of Technology,wit.edu
witelcom.com,ISP,Witelcom AS,witelcom.com
wlv.ac.uk,Education,University of Wolverhampton,wlv.ac.uk
allergist.com,Webmail,World Media Group,worldmediagroupllc.com
californiamail.com,Webmail,World Media Group LLC,worldmediagroupllc.com
caress.com,Webmail,World Media Group LLC,worldmediagroupllc.com
catlover.com,Webmail,World Media Group LLC,worldmediagroupllc.com
dallasmail.com,Webmail,World Media Group LLC,worldmediagroupllc.com
mail.org,Webmail,World Media Group LLC,worldmediagroupllc.com
pakistani.ws,ISP,WorldSite.WS,worldsite.ws
wowway.com,ISP,WideOpenWest,wowway.com
wp.pl,Webmail,The Virtual Group Poland,wp.pl
mailbox-ag.de,Webmail,Wreckedmail,wreckedmail.net
wsu.edu,Education,Washington State University,wsu.edu
wustl.edu,Education,Washington University in St. Louis,wustl.edu
wvup.edu,Education,WVU Parkersburg,wvup.edu
antedoonsub.com,Fake,,ww3.antedoonsub.com
sunrise.ch,ISP,Sunrise,www1.sunrise.ch
umn.edu,Education,University of Minnesota,www1.umn.edu
villanova.edu,Education,Villanova University,www1.villanova.edu
ic.ac.uk,Education,Imperial College London,www3.imperial.ac.uk
imperial.ac.uk,Education,Imperial College London,www3.imperial.ac.uk
webmail.unip.br,Education,Universidade Paulista,www3.unip.br
uwm.edu,Education,University of Wisconsin–Milwaukee,www4.uwm.edu
xnet.co.nz,ISP,WorldxChange Communications,wxc.co.nz
wyoming.com,ISP,Wyoming.com,wyoming.com
expn.com,ISP,X Games,xgames.espn.go.com
w.cn,Webmail,W.cn,xm.w.cn
concentric.net,ISP,XO Communications,xo.com
xpectmore.com,Webmail,XpectMore.com,xpectmore.com
xplornet.com,ISP,Xplornet Communications Inc,xplornet.com
xs4all.nl,ISP,XS4ALL,xs4all.nl
mail.yahoo.co.jp,Webmail,Yahoo,yahoo.co.jp
ahoo.com,Webmail,Yahoo,yahoo.com
altavista.com,Webmail,Yahoo,yahoo.com
altavista.se,Webmail,Yahoo,yahoo.com
mail.yahoo.com,Webmail,Yahoo,yahoo.com
mail.yahoo.fr,Webmail,Yahoo,yahoo.com
maktoob.com,Webmail,Yahoo,yahoo.com
messenger.yahoo.com,Webmail,Yahoo,yahoo.com
my.yahoo.com,Webmail,Yahoo,yahoo.com
rocketmail.com,Webmail,Yahoo,yahoo.com
rocketmail.som,Webmail,Yahoo,yahoo.com
y1hoo.com,Webmail,Yahoo,yahoo.com
y7mail.com,Webmail,Yahoo,yahoo.com
yahho.com,Webmail,Yahoo,yahoo.com
yaho.com,Webmail,Yahoo,yahoo.com
yahoio.com,Webmail,Yahoo,yahoo.com
yahoo.ca,Webmail,Yahoo,yahoo.com
yahoo.cm,Webmail,Yahoo,yahoo.com
yahoo.co,Webmail,Yahoo,yahoo.com
yahoo.co.id,Webmail,Yahoo,yahoo.com
yahoo.co.in,Webmail,Yahoo,yahoo.com
yahoo.co.nz,Webmail,Yahoo,yahoo.com
yahoo.co.th,Webmail,Yahoo,yahoo.com
yahoo.co.uk,Webmail,Yahoo,yahoo.com
yahoo.co.za,Webmail,Yahoo,yahoo.com
yahoo.com,Webmail,Yahoo,yahoo.com
yahoo.com.ar,Webmail,Yahoo,yahoo.com
yahoo.com.au,Webmail,Yahoo,yahoo.com
yahoo.com.br,Webmail,Yahoo,yahoo.com
yahoo.com.hk,Webmail,Yahoo,yahoo.com
yahoo.com.mz,Webmail,Yahoo,yahoo.com
yahoo.com.pe,Webmail,Yahoo,yahoo.com
yahoo.com.ph,Webmail,Yahoo,yahoo.com
yahoo.com.pj,Webmail,Yahoo,yahoo.com
yahoo.com.sg,Webmail,Yahoo,yahoo.com
yahoo.com.tr,Webmail,Yahoo,yahoo.com
yahoo.com.vn,Webmail,Yahoo,yahoo.com
yahoo.comk,Webmail,Yahoo,yahoo.com
yahoo.comn,Webmail,Yahoo,yahoo.com
yahoo.comt,Webmail,Yahoo,yahoo.com
yahoo.conm,Webmail,Yahoo,yahoo.com
yahoo.de,Webmail,Yahoo,yahoo.com
yahoo.dk,Webmail,Yahoo,yahoo.com
yahoo.es,Webmail,Yahoo,yahoo.com
yahoo.fr,Webmail,Yahoo,yahoo.com
yahoo.gr,Webmail,Yahoo,yahoo.com
yahoo.ie,Webmail,Yahoo,yahoo.com
yahoo.in,Webmail,Yahoo,yahoo.com
yahoo.it,Webmail,Yahoo,yahoo.com
yahoo.vom,Webmail,Yahoo,Yahoo.com
yaoo.com,Webmail,Yahoo,yahoo.com
yhaoo.com,Webmail,Yahoo,Yahoo.com
yhoo.com,Webmail,Yahoo,yahoo.com
ymail.com,Webmail,Yahoo,yahoo.com
webmessenger.yahoo.com,Webmail,Yahoo,yahoo.com
login.yahoo.com,Webmail,Yahoo,yahoo.com
uahoo.cpm,Fake,,yahoo.com
yahoo.coms.g,Webmail,Yahoo,yahoo.com.sg
ya.ru,Webmail,Yandex,yandex.com
yandex.by,Webmail,Yandex,yandex.com
yandex.com.tr,Webmail,Yandex,yandex.com.tr
yandex.com,Webmail,Yandex,yandex.ru
yandex.ru,Webmail,Yandex,yandex.ru
yandex.ua,Webmail,Yandex,yandex.ua
ycp.edu,Education,York College of Pennsylvania,ycp.edu
yckps.edu.sg,Education,Yio Chu Kang Primary School,yiochukangpri.moe.edu.sg
inbox.com.pk,Webmail,YZA Holdings,yzaholdings.com
free.za-mail.de,Webmail,za-portal.de,za-portal.de
zen.co.uk,ISP,Zen Internet,zen.co.uk
freeaccess.nl,Webmail,Ziggo Mail,ziggo.nl
zipmail.uol.com.br,Webmail,Zip.net,zipmail.uol.com.br
pandora.be,Webmail,Zita,zita.be
go.ru,Webmail,Zenon N.S.P,zmail.ru
id.ru,Webmail,Zenon N.S.P.,zmail.ru
inmail.cz,Webmail,Zoner Software,zoner.eu
inmail.sk,Webmail,Zoner Software,zoner.eu
mail.zoznam.sk,Webmail,Zoznam,zoznam.sk
zworg.com,Paid,Zworg,zworg.com
zzn.com,Webmail,ZapZone Network,zzn.com
zzz.com,ISP,Internet Communications Inc,zzz.com
angelic.com,Fake,ANGELIC.COM,
ilikeelectronics.com,Webmail,AOL,
bigstring.com,Webmail,BigString.com,
bikermail.com,Webmail,BikerMail.com,
hedgeai.com,Fake,dead,
ezrs.com,ISP,EZRS.com,
mi-mail.cl,Fake,http://www.downforeveryoneorjustme.com/http://mi-mail.cl/,
michigan.usa.com,Fake,http://www.downforeveryoneorjustme.com/http://michigan.usa.com/,
madeniggaz.net,Fake,,
madonnafan.com,Fake,,
madonno.com,Fake,,
10minutemail.com,Disposable,,
dropmail.me,Disposable,,
pookmail.com,Disposable,,
salmiya.biz,Disposable,,
slipry.net,Disposable,,
sneakemail.com,Disposable,,
superrito.com,Disposable,,
fivestar.edu.au,Education,,
scdhools.nyc.gov,Education,,
seark.com,Education,,
1.com,Fake,,
11.com,Fake,,
111mail.com,Fake,,
123.cpm,Fake,,
123iran.com,Fake,,
123mail.cl,Fake,,
123qwe.co.uk,Fake,,
138mail.com,Fake,,
139.com,Fake,,
141.ro,Fake,,
1netdrive.com,Fake,,
1st-website.com,Fake,,
2.com,Fake,,
20after4.com,Fake,,
2die4.com,Fake,,
2mydns.com,Fake,,
3email.com,Fake,,
3xl.net,Fake,,
4-music-today.com,Fake,,
44.com,Fake,,
4newyork.com,Fake,,
4xn.de,Fake,,
5005.lv,Fake,,
55mail.cc,Fake,,
5fm.za.com,Fake,,
5x2.me,Fake,,
6210.hu,Fake,,
6ip.us,Fake,,
6sens.com,Fake,,
7110.hu,Fake,,
8848.net,Fake,,
8x.com.br,Fake,,
a-teens.net,Fake,,
a.com,Fake,,
a.it,Fake,,
aaa1.com,Fake,,
aaaaaa.com,Fake,,
abed.vimail.com.br,Fake,,
abha.cc,Fake,,
access4less.net,Fake,,
acetmail.com,Fake,,
acmemail.net,Fake,,
adexec.com,Fake,,
adfsgsdfg.vom,Fake,,
adiga.com,Fake,,
ads.bg,Fake,,
adsad.com,Fake,,
adsf.com,Fake,,
africamail.com,Fake,,
agadir.cc,Fake,,
again.com,Fake,,
aichi.com,Fake,,
aiutamici.com,Fake,,
ajman.cc,Fake,,
ajman.us,Fake,,
alabama.usa.com,Fake,,
alaska.usa.com,Fake,,
albaha.cc,Fake,,
alburaq.net,Fake,,
aldeax.com.ar,Fake,,
alex.lu,Fake,,
alex4all.com,Fake,,
alexandria.cc,Fake,,
algerie.cc,Fake,,
alltel.net,Fake,,
alriyadh.cc,Fake,,
alskens.dk,Fake,,
altbox.org,Fake,,
alum.rpi.edu,Fake,,
alumni.dwu.ac.pg,Fake,,
alumni.ecu.edu,Fake,,
alunos.unipar.br,Fake,,
ameritech.net,Fake,,
amman.cc,Fake,,
amr.mail.accenture.com,Fake,,
anatomicrock.com,Fake,,
anfmail.com,Fake,,
animeone.com,Fake,,
aniverse.com,Fake,,
another.com,Fake,,
antwerpen.com,Fake,,
anunciador.net,Fake,,
anytimenow.com,Fake,,
apennootje.nl,Fake,,
apexmail.com,Fake,,
approvers.net,Fake,,
aqaba.cc,Fake,,
arar.ws,Fake,,
archaeologist.com,Fake,,
arcticmail.com,Fake,,
arizona.usa.com,Fake,,
arkansas.usa.com,Fake,,
armmail.com,Fake,,
aroma.com,Fake,,
arrl.net,Fake,,
artlover.com,Fake,,
asasdf.com,Fake,,
asd.bg,Fake,,
asd.com,Fake,,
asdas.com.br,Fake,,
asdasd.com,Fake,,
asdasdaa.com,Fake,,
asdfsd.com,Fake,,
asdhasd.bg,Fake,,
asdsad.com,Fake,,
ashdkashdkl.com,Fake,,
ashlandcityschool.org,Fake,,
asia-links.com,Fake,,
asiancutes.com,Fake,,
assala.com,Fake,,
aswan.cc,Fake,,
asylum.com,Fake,,
atozasia.com,Fake,,
atreillou.com,Fake,,
att.ne.jp,Fake,,
atumail.com,Fake,,
aubenin.com,Fake,,
auf-steroide.de,Fake,,
aufdrogen.de,Fake,,
austin.rr.com,Fake,,
authmail.brturbo.com.br,Fake,,
authmail.ibest.com.br,Fake,,
authmail.ig.com.br,Fake,,
autoindia.com,Fake,,
b-boy.com,Fake,,
baalbeck.cc,Fake,,
babbalu.com,Fake,,
bahraini.cc,Fake,,
bakpaka.net,Fake,,
balochistan.org,Fake,,
baluch.com,Fake,,
bancora.net,Fake,,
banha.cc,Fake,,
bankersmail.com,Fake,,
barlick.net,Fake,,
barriolife.com,Fake,,
bartender.net,Fake,,
basketball-email.com,Fake,,
bbb.ccc,Fake,,
beabookworm.com,Fake,,
beagolfer.com,Fake,,
beahealthnut.com,Fake,,
beautifulboy.com,Fake,,
beeebank.com,Fake,,
been-there.com,Fake,,
believeinliberty.com,Fake,,
belizehome.com,Fake,,
bellsourh.net,Fake,,
bestcoolcars.com,Fake,,
bestjobcandidate.com,Fake,,
besure2vote.com,Fake,,
bflomail.com,Fake,,
bgnmail.com,Fake,,
bharatmail.com,Fake,,
big-orange.com,Fake,,
bigcommerce.om,Fake,,
